id,dateCreated,dateUpdated,slug,uri,postDate,contentId,title,field_bookReviewAuthor,field_bookReviewBookSubtitle,field_bookReview
6194,8/1/20 1:06,8/1/20 1:07,detroit-baptist-theological-journal-vol-25,blog/2020/07/31/detroit-baptist-theological-journal-vol-25,8/1/20 1:03,6094,Detroit Baptist Theological Journal - Vol. 25,Multiple,null,<p>Excellent journal volume. Each author helped me go deep in the topics.</p>
6159,7/28/20 0:53,7/28/20 0:53,coronavirus-and-christ,blog/2020/07/27/coronavirus-and-christ,7/28/20 0:42,6056,Coronavirus and Christ,John PIper,null,"<p>This was a very quick read for me, but for some in may be (and need to be) a very slow read. I only say this to encourage many to pick it up. I received it for free in the mail, and the fact that it was a short book, on a relevant topic, with a red cover, and authored by John Piper made me eager to read it. John Piper writes with the life-long acquired skills of a pastoral author. </p><p>In this book, I was a little surprised at first. His style is different, but I realize his mission and audience with this book is different as well. His sentences are very short at the beginning of the book. He sets about in the beginning of the book to connect with the experience of his readers in the midst of the Coronavirus yet at the same time bring a theological grounding. His first few chapters bringing these together in his paragraphs feel dissonant. That is not a criticism. It brings the dissonance of our feelings together with the stability of Jesus Christ.</p><p>While reading the first few chapters of this book, I kept on thinking, ""This book is decent. I will give it four stars."" But then Piper jumps into the beauty of his piperesque approach while at the same time being incredibly relevant to those going through this global pandemic. Then my four star thoughts melted into a strong five out of five. He answers tough questions with punchy, razor sharp truths in just a few pages. I think most people will read this book and not want to put it down - even if they are not a reader. </p>"
6155,7/28/20 0:18,7/31/20 13:09,the-erie-canal,blog/2020/07/27/the-erie-canal,7/28/20 0:14,6044,The Erie Canal,Ralph K. Andrist,null,"<p>I don't recall what it was, but there was something else I recently reading that drew my attention to the Erie Canal, and that lead me to order this book. It is a quick read, with lots of interesting details without too much minutiae. The book doesn't give any reference material; however, it does weave in plenty of names and locations with the historical context for further research. </p>"
6039,7/15/20 2:09,7/15/20 2:09,uncommon-grounds,blog/2020/07/14/uncommon-grounds,7/15/20 2:02,5985,Uncommon Grounds,Mark Pendergrast,The History of Coffee and How it Transformed our World,"<p>People’s opinions of Pendergrast’s book seem analogous to the ones swirling around coffee - diverse and complex. I took a sneak peak at some of the reviews on Goodreads. I don’t always do that before I write my own review so that mine thoughts won’t be tainted. For whatever reason I chose to sneak peak this book. The first several reviews shared various complaints about the quality, focus, and opinions of the author in the text. I was surprised, but I shouldn’t since we are talking about coffee. </p>

<p>First and foremost, this is a history of coffee. As far as a detailed, compelling history, I was satisfied. When there was more detail than I wanted, I switched to meta reading. The scope was fairly comprehensive, and since I like coffee and history, I found it interesting. A bonus benefit was a refresher on many aspects of world history as coffee history weaves its way through it. </p>

<p>One surprise for me was the glimpses I got into how women in American were treated (demeaned) in past generations. These were just mere references, and I don’t know how representative and substantive they were. There must have been enough of this type of treatment for large scale ads to be run like they were. I hope I can learn more. </p>

<p>A bigger crisis is how whole families were treated on coffee plantations for generations. I can appreciate fair trade coffee now much more than I did before. However, I believe I have a lot more to learn on this. </p>

<p>The one thing I wanted more from the book which isn’t necessarily within its scope is a deeper analysis of the coffees on the market today and the matrix of the types of beans and roasting practices. Reading the book through does give a pretty good foundation, and Mark does say how to brew the perfect cup of coffee at the end of the book. Also at the end of the book is an excellent bibliographic essay with lots of further reading. </p>"
6035,7/15/20 1:57,12/17/20 21:58,ember-falls,blog/2020/07/14/ember-falls,7/15/20 1:53,5973,Ember Falls,S. D. Smith,null,"<p>To be abundantly clear, this is book two in a series by S. D. Smith. Book one was excellent, and my kids and I eagerly dove into this second book. It was significantly different, yet just as good. New people come onto the scene. There are surprises and disappointments. We now have an even deeper commitment to the cause of the Green Ember and the Mended Wood, and we are eager to dive into book three to see the cause advance.</p>"
5972,7/4/20 2:16,7/4/20 2:17,old-paths-new-power,blog/2020/07/03/old-paths-new-power,7/4/20 2:12,5960,Old Paths New Power,Daniel Henderson,Awakening Your Church through Prayer and the Ministry of the Word,<p>The core message of this book is addressed to church leaders and the role of prayer in the church. It served as a good reminder for me. </p>
5930,6/30/20 2:03,6/30/20 2:15,the-death-and-life-of-the-great-lakes,blog/2020/06/29/the-death-and-life-of-the-great-lakes,6/30/20 2:00,5874,The Death and Life of the Great Lakes,Dan Egan,null,"<p>Informative, a little dry, and somewhat wordy. The greatest thing I appreciate from this book is I have a concrete understanding of the environmental concerns surrounding the Great Lakes. There is an extensive notes section at the end of the book for further study. </p>
<p>I see this book as hard to read for many folks because it is so wordy and sometimes not very compelling. The core content and considerations are really good if you don't miss them because you are sifting through so much other content.</p>"
5925,6/28/20 18:33,6/28/20 18:48,the-story-of-more,blog/2020/06/28/the-story-of-more,6/28/20 18:26,5627,The Story of More,Hope Jahren,How We Got to Climate Change and Where to Go from Here,"<p>This is my first book in what I hope to be a long foray into a study on climate change. I was raised surrounded by people who do not take climate change seriously. After recently watching a TV show series that repeatedly brought up the issue, I decided I wanted to study it for myself. I went to my librarian sister, who is the manager of collection and development for her library system, as I often do, and asked her for some book recommendations. </p>
<p>I couldn't ask for a better first book to read than Hope Jahren's <em>The Story of More</em>. Hope's unassuming, data-driven, and story-driven approach makes for a fun, easy read while at the same time being thought provoking. I found very little that I disagreed with outright, and her modest approach gives room for a reader from any background to accept what see says and think about it. </p>
<p>My sole negative of the book is one that many will not find as a negative. For me, there was too much story with too much laying of ground work. This also may be the book's greatest strength. For me, after the first few chapters, I was starting to flit though the chapters paragraphs and pages at a time.<br /><br /></p>"
5679,5/13/20 1:25,12/17/20 21:57,the-green-ember,blog/2020/05/12/the-green-ember,5/13/20 1:19,5519,The Green Ember,S. D. Smith,null,"<p>Some books speak to your soul, and this one did to mine. As I read the final pages to my children, I felt emotion surging within me. It is a great book to read to your elementary children, but the themes of struggle, despair, hardship, and to overcome with other people's help are rich in this book. It is probably the most accessible book I have read to my children so far. Their enjoyment has been on par with the Chronicles of Narnia up to this point. I am curious to see if they enjoy it a little more when I am done with the series. It is a little easier for them to grab onto than Narnia, but Lewis is hard to beat with the full-orbed experience he gives you. </p>"
5353,4/30/20 23:14,4/30/20 23:14,christ-centered-preaching,blog/2020/04/30/christ-centered-preaching,4/30/20 23:07,5450,Christ-Centered Preaching,Bryan Chapell,Redeeming the Expository Sermon (Third Edition),"<p>Great, fairly exhaustive book on the expository method of preaching. He makes a bigger deal out of what he calls the FCF (Fallen Condition Focus) than I think should be made; however, it is a helpful concept. I read this years ago for a class that I never finished. I am now taking the class again to finish it this time. Lots of good footnotes for further reading.</p>"
5164,4/26/20 21:12,4/26/20 21:44,a-long-obedience-in-the-same-direction,blog/2020/04/26/a-long-obedience-in-the-same-direction,4/26/20 21:04,5343,A Long Obedience in the Same Direction,Eugene H. Peterson,Discipleship in an Instant Society,"<p>This book came highly recommended to me by a friend, and its reviews on Goodreads show that it is liked by many others. I also enjoy consulting Peterson's translation, The Message. I can see why this book is loved, but I didn't love it. After reading about half of it, I ended up skipping through sections to the end. I am still unsure why specifically this book didn't connect for me. The only inkling I have is that I tend <u>not</u> to like thoroughly modern styles of writing employed in a devotional type of book. Hey! Maybe I will grow into this book and appreciate it in future years!</p>"
4522,4/15/20 0:51,4/16/20 1:58,no-condemnation,blog/2020/04/12/no-condemnation,4/13/20 0:49,4194,No Condemnation,S. Bruce Narramore,Rethinking Guilt Motivation in Counseling,"<p>I have read a few other's of Bruce's books. I have always enjoyed them, but this one is the best by far. The others helped me and made me think a little. This one challenged me and made me think a lot. I wasn't able to blow through it fast. I had to think deeply and slowly as I read it. A hidden treasure in this book is its extensive handling of the conscience from a biblical perspective. I will need to read this a few more times over the years to really get everything he says in this section on conscience. It is sad that this book doesn't seem to have gotten much recent attention. Christian, if you like to read, you should put this book on your list. If you don't like to read, find a brother or sister who does, ask them to read it, and then have them share its contents with you.</p>"
4526,4/15/20 1:51,4/17/20 14:39,the-code-book,blog/2020/04/04/the-code-book,4/5/20 1:50,4198,The Code Book,Simon Singh,The Science of Secrecy from Ancient Egypt to Quantum Cryptography,"<p>I’m a generalist. After reading “Range - Why Generalists Triumph in a Specialized World” by David Epstein last year, I discovered the way I am wired as a person is what Epstein calls a generalist - someone who doesn’t specialize in one area, but who is involved with many different areas (his way of saying it is way better). </p>
<p>What does that have to do with, “The Code Book” by Simon Singh?</p>
<p>Everything! If you are a generalist like me. </p>
<p>This book obviously covers cryptography, but it also straddles language, statistics, mathematics, war, social issues, history, politics, physics, romance, futuristic uses of quantum mechanics, and more. This book was a lot of fun for me to read. I know for some folks it would be exasperating. </p>
<p>It is a great combination of story telling, theory, practice, and particulars. My only wish would be for Simon to do another, more recent edition of the book. This book was written in 1999, and so much has happened since then.</p>"
4564,4/17/20 14:31,4/17/20 15:14,the-orthodox-church,blog/2020/03/26/the-orthodox-church,3/26/20 14:28,4230,The Orthodox Church,Timothy Ware,An Introduction to Eastern Christianity,"<p>Excellent introductory book to the Orthodox Church. It would likely be too much for a casual reader, but be enjoyable to those who like to study things. Timothy Ware gives lots of details and dynamics in his history. For those who come from western thought, he includes explanations which should help most grasp the reasons for difference. The first half of the book details the history of Orthodoxy, and the second the theology and practice. At the end, there is a ""Further Reading"" section that is a gold mine! This book will be a great reference for me for years to come.</p>"
4581,4/17/20 14:50,9/7/20 16:34,freedom-of-the-will,blog/2020/03/22/freedom-of-the-will,3/22/20 14:48,4247,Freedom of the Will,Jonathan Edwards,null,"<p>I'm glad to have finally read this book (er, I mean listen to). I recently read Calvin's handling of the will, and I was was somewhat disappointed. Jonathan Edwards, in my semi-informed opinion, does a much better job of handling the topic. I listed to this book in 2x speed, not trying to totally master the book. I plan to actually read it sometime soon as well. I also look forward to reading some of the Arminian sources that Edwards references. </p>
<p>Edwards is brilliant for sure; however with my cursory listening of this book, my opinion is that the basic premise is very simple. Perhaps that contributes to Edwards' brilliance - he takes this simple premise and applies it doggedly and exhaustively. This book is not a biblical exposition, however it does pull from theology. The book is throughly a logical application of theology with logical refutations of those who hold the Arminian view. </p>
<p>On a personal note, as I listened to this book, it was interesting how my brain responded - it kept on producing visual images and interrelations.</p>"
4575,4/17/20 14:47,4/17/20 14:47,a-survey-of-world-missions,blog/2020/03/22/a-survey-of-world-missions,3/22/20 14:44,4241,A Survey of World Missions,John Caldwell Thiessen,null,"<p>I have been looking forward to reading this book for over ten years now. It is a unique read because it was written in 1961, and so you get a view of the world at that time. This is a textbook, scholarly work with the normal footnotes and endnotes. Where possible, the book gives some details on the pre-modern missions era, but its focus is mostly modern missions. For me, the main value of the book was the snapshot history, origins, and religious views of all the major areas of the globe. This will be a great reference book for many years to come even though it is an older work.</p>"
4587,4/17/20 14:54,4/17/20 14:54,all-the-shahs-men,blog/2020/03/03/all-the-shahs-men,3/3/20 15:51,4253,All the Shah's Men,Stephen Kinzer,An American Coup and the Roots of Middle East Terror,"<p>A friend of mine recommended this book, and it was worth the time. It also is a little more fun to review knowing that I have someone I know that has an opinion about it. In the last year, I have read a book on the <a href=""https://nathanbate.com/blog-archive/2019/08/24/iran-a-modern-history-by-abbas-amanat"">history of Iran</a>, <a href=""https://nathanbate.com/blog-archive/2020/02/24/india-a-history-by-john-keay"">the history of India</a>, and the <a href=""https://nathanbate.com/blog-archive/2019/12/20/a-history-china-by-john-keay"">history of China</a>. In all three books, the British were involved in these countries, especially in Iran and India. I am slowly hearing the rest of the story of the affects of British Imperialism, and it is troubling. Many people just don't get it why eastern countries don't like the west, but after digging a little deeper in the history books over the last several years, it is no wonder. </p>
<p>Stephen Kinzer does a good job mapping out the concerns that were on the minds of Britain, Iran, and the US. You can see where all the parties are coming from. He also does a good job laying the historical groundwork for the US/British led 1953 coup of Mossadegh's Democratic Iranian Government, describing the actual event, and decades of the aftermath. Kinzer makes clear in his introduction that he thought the coup was a mistake, but he doesn't resort to trying to prove that. He simply lays out the facts and mindsets from all sides and lets the reader judge. </p>
<p>We will never know what would have been, but I believe that even a cursory look at some of these historical events as well as the aftermath would truly enlighten us on the effects of outsiders trying to reconstruct a nation (India's successor states from the British rule - Pakistan, India, and Bangladesh - are another great example of the disaster). </p>
<p>Stephen Kinzer gives footnotes for further reading and gives us his firsthand account of visiting Mossadegh's home on the 49th anniversary of the 1953 coup in the Epilogue. If you consider yourself moderately willing to read important historical books, this one should be on your list to read. It is rather short and easy to read as these things go.</p>"
4591,4/17/20 14:57,4/17/20 14:58,youre-someone-special,blog/2020/02/27/youre-someone-special,2/27/20 15:55,4257,You're Someone Special,Bruce Narramore,null,"<p>Bruce Narramore in <em>You're Someone Special</em> outlines from a biblical perspective our value as a person. He spends time looking what can hurt our understanding of our value as well as how we can root ourselves in a proper understanding. I found the book to be very helpful. My one draw back is one of terminology, primarily of the term ""self-love."" I disagree with Bruce's use of this term; however, much of what he says in the use of this term is helpful.</p>"
4602,4/17/20 15:06,4/17/20 15:06,when-helping-hurts,blog/2020/02/25/when-helping-hurts,2/25/20 16:03,4268,When Helping Hurts,Steve Corbett,How to Alleviate Poverty Without Hurting the Poor ... and Yourself,"<p>Profound and Practical! The authors explore why our extensive efforts and millions of dollars towards poverty alleviation are missing the mark. They provide documentation, scenarios, and a helpful matrix to realign our view of poverty. Even better, the authors found their matrix upon the Scriptures and the good news of Jesus Christ. The authors also explore multiple helpful solutions demonstrating the strengths and weaknesses of each. This book is more than just a book for understanding and improving. It is comprehensive and deep enough that it serves as a good reference book as well. I plan to pull this off the shelf often. </p>
"
4596,4/17/20 15:02,4/17/20 17:37,sōma-in-biblical-theology,blog/2020/02/25/sōma-in-biblical-theology,2/25/20 15:59,4262,Sōma In Biblical Theology,Robert H. Gundry,With Emphasis On Pauline Anthropology,"<p>I discovered this book from a footnote in another book, and I am really glad to have taken a first pass at it. It takes a deep dive into the usage of the Greek word ""soma"" (body) in the Scriptures, and it is very much an academic book. Thus, it is not an easy book to read straight through; however, the detail and nuance of argument is super helpful for study and refinement. Naturally then, there are lots of footnotes, and Gundry interacts with a few other scholars on this issue. He also touches on some questions that I have had for years now, and I am thankful for his work here.</p>"
4608,4/17/20 15:10,4/17/20 15:10,india,blog/2020/02/24/india,2/24/20 16:08,4274,India,John Keay,A History,"<p>John Keay's <em>India: A History </em>is much like his book on China: compact while still being rich. I found India's history, like China's to be very specialized from 3200BC until about 600 or 700 AD. More so than China, though, is that India didn't record their early history nearly as much. So, there needs to be a lot of reconstruction. Also, to be fair, I started this book over six months ago, and I have only read it with fits and starts - with the exception of the last 250 pages. I didn't understand the concept of the three successor states (Pakistan, India, and Bangladesh) of British Colonialism until I read this book. I wish I had understood this years ago. There are some powerful lessons there. There are some similarities with Iran (Persia) and what happened with these successor states in regards to the big Western interests, western buffer state ideologies, and flat out western manipulation. I look forward to a second pass with India's history with another book in future years.</p>"
4614,4/17/20 15:20,4/17/20 15:20,guilt-and-freedom,blog/2020/02/15/guilt-and-freedom,2/15/20 16:16,4280,Guilt and Freedom,Bruce Narramore,null,"<p>Bruce Narramore gives us an easy to read, down to earth, and fairly comprehensive book on handling feelings of guilt Scripturally. Bruce is an integrationist counselor which means he integrates theology and psychology into his counseling approach. There were only a couple times where I felt like the wording should have been different. For the most part, I found this to be a Scriptural and gospel-centered handling of the topic. I don't recall that I have read a book strictly from the standpoint of a biblical counselor on this topic. Looking forward to doing more reading in the future.</p>"
4618,4/17/20 15:24,4/17/20 15:25,the-dynamic-heart-in-daily-life,blog/2020/02/11/the-dynamic-heart-in-daily-life,2/11/20 16:21,4284,The Dynamic Heart in Daily Life,Jeremy Pierre,Connecting Christ to Human Experience,"<p>****<br />2nd Time through<br />After reading this a second time, I have to give this book 5 stars. Jeremy's thorough handling of human complexity deepens biblical counseling in a great way. <br />****<br />Jeremy Pierre in The Dynamic Heart in Daily Life brings a fresh approach to biblical counseling. His premise of the ""dynamic heart"" is truly profound. Sometimes I have felt that Biblical counseling fails to take in the complexity of the human experience while at the same time criticizing those who do as being unbiblical. This is simplistic - I know. Yet, I think there is some validity to it. Jeremy brings some more breadth and depth to the handling of human experience in biblical counseling. He even briefly deals with the physical body and safety. This doesn't seem to be dealt with much in biblical counseling. Maybe I will stand corrected the more reading I do, but it seems that Jeremy feels the need to defend even bringing this up if you read the footnote number three in chapter 5 (page 248).<br /><br />I thought that the third and last section of the book wasn't as good as the first two sections. It felt very repetitive and mechanical in such a ""dynamic"" book. I would call this section thorough though. If you want to get your mind going before a counseling appointment, skimming this third section would be helpful.</p>"
4628,4/17/20 15:48,4/17/20 15:48,a-theology-of-biblical-counseling,blog/2020/02/04/a-theology-of-biblical-counseling,2/4/20 16:46,4294,A Theology of Biblical Counseling,Heath Lambert,The Doctrinal Foundations of Counseling Ministry,"<p>*****<br />My second time reading this. I am upgrading it to five out of five stars. One of the things I caught from the print version that I didn't from the Audible version is that the biblical counseling movement IS willing to glean valuable data from secular sources while still standing on the sufficiency of the Scriptures.<br />*****</p>
<p>My original review</p>
<p>It has been at least 15 years since I have read anything on biblical counseling. Since then I have done a lot of reading in the realm of secular psychology. I remain committed to the sufficiency of Scripture, but I have discovered a lot of helpful tools and metrics used in secular psychology since my college &amp; seminary days. A broad-brushed feeling I had of these resources right after my schooling was that these resources were suspect at best and more likely just not good at all. I know that isn't a fair representation in many cases, it was just what I left my schooling with. <br /></p>
<p>Although dealing with this deeply isn't the scope of Heath Lambert's book, I felt like he at least gave a helpful, detailed handling of it. He begins the book sorting out what he calls ""Christian Counseling"" versus ""Biblical Counseling"" and where they are similar and where they are different. Naturally, he makes his case for biblical counseling, and based on my core belief in the sufficiency of the Scriptures, I find myself agreeing with his general premise. Where I have questions is how the nuances of interacting with secular study and research are handled. Again, this is outside of the scope of the book, but there were a few strong statements (which we all make as communicators at one time or another) that left me wondering how much room there was to take valuable data from outside the realm of biblical counseling and incorporate it into our biblical approach. <br /></p>
<p>Lambert finishes out the rest of the book with relating biblical counseling to the major divisions of theology with a few other real life scenarios that a biblical counselor will face. <br /></p>
<p>I listened to the Audible version of this book, and I am sure there are some differences to the book because the Audible version was recorded lectures. I plan to read the book in the next month. I will add to this review then if there is anything that strikes me as needful to add.</p>"
4705,4/17/20 17:16,4/17/20 17:16,the-arabic-alphabet,blog/2020/01/29/the-arabic-alphabet,1/29/20 18:13,4371,The Arabic Alphabet,Nicholas Awde & Putros Samano,How to Read & Write It,"<p>The Arabic Alphabet was recommended to me by a friend, and it is super helpful! Now that I have made my way through it, I plan, at some point in the future, to go through it meticulously. It gives you the basics of pronunciation and it helps you know how to write each letter. I did see some similarities to Biblical Hebrew occasionally.</p>"
4636,4/17/20 15:53,4/17/20 15:53,neglect,blog/2020/01/27/neglect,1/27/20 16:50,4302,Neglect,Enod Gray,The Silent Abuser,"<p>The core concept that in this book, that neglect is usually an unnoticed form of abuse in someone's life, is a critical concept for us to consider. After Enod Gray lays this out, she then begins to connect it to other issues - the primary one being addictions. She does an excellent job going below the surface and pulling out the full repertoire of tools the world of psychology offers; yet, she does this in an accessible way. Most readers will not feel like this is a textbook, yet for those who would like the academics of this, Enod sites other helpful sources occasionally as well. She also has a good balance of story, diagnostic, and analysis. <br /></p>
<p>Occasionally Enod Gray takes aim a churches and spiritual institutions, although this is not overdone. Her points are valid and worthy of consideration. From a biblical perspective, there are some things to disagree with. That said, I still found great value in reading this and considering the main points she has to offer.</p>"
4645,4/17/20 15:59,4/17/20 15:59,the-integration-of-psychology-and-theology,blog/2020/01/16/the-integration-of-psychology-and-theology,1/16/20 16:56,4311,The Integration of Psychology and Theology,"John D. Carter, S. Bruce Narramore",An Introduction,"<p>This is the first book I have read presenting and defending the integration approach to counseling. I grew up and went to college and seminary being taught a strictly biblical counseling model. Over the last few years, I have read many books written strictly from the world of psychology and have benefited from them. I still maintain the core tenet of biblical counseling - the sufficiency of Scriptures; however, since I have benefited from a secular description of human brokenness (I am not talking about the secular presuppositions), I was curious what I would think of a formal presentation of an integrationist approach.</p>
<p>I will get right to it. I found myself mostly in agreement with how it was presented in this book. They have done an excellent job laying things out and exploring the things at stake. The key concept that I cannot agree with is putting psychology on equal footing with the Scriptures. John and Bruce do consistently give a nod to the sufficiency of the Scriptures, and they extensively credit the world of psychology under the principal ""the unity of truth"" with the ability to produce knowledge/truth that the Bible does not. I don't think they would say it that way though, and I am not sure how to put it into words yet. They make an excellent and persuasive case. However, I kept on waiting for them to make a clearer statement more along the lines the discipline of psychology more under the Scriptures instead of an equal. They come very close, but not quite.</p>"
4652,4/17/20 16:03,4/17/20 16:03,gay-girl-good-god,blog/2020/01/15/gay-girl-good-god,1/15/20 17:01,4318,"Gay Girl, Good God",Jackie Hill Perry,The Story of Who I Was and Who God Has Always Been,"<p>The title of this book has always put a question mark in my mind. Nancy DeMoss Wolgemuth in the forward addresses that, and it makes good sense. Jackie tells her story in this book. It is articulate, and compelling. Admittedly, I did not read every paragraph, but I value her style and intentionality. Although this book is narrative in style, it is under-girded by careful theology. Jackie is real and straight-forward about the same-sex attraction she experienced, but she is just as real and straight-forward about her coming to Christ and about her growing relationship with God.</p>"
4656,4/17/20 16:06,4/17/20 16:06,talking-to-children-about-divorce,blog/2020/01/14/talking-to-children-about-divorce,1/14/20 17:03,4322,Talking to Children About Divorce,Jean McBride,A Parent's Guide to Healthy Communication at Each Stage of Divorce: Expert Advice for Kids' Emotional Recovery,"<p>My parents got divorced during my late teen years, and so I have an opinion about these things because of my own experience. Coming from a Christian background where divorce is taboo, my perspective is that many Christians going through divorce can often be less equipped do deal with it properly. Take your view of when you should and shouldn't divorce out of the equation. Divorce still happens when you think it shouldn't. And when you, your peers, or life mentors don't think it should happen, and yet it is happening, the people getting divorced will often find themselves isolated when they need community and care the most. They also need coaching while they navigate a tough time in their life.</p>
<p>Jean McBride takes a common sense and methodical approach to how divorce can be done as well as possible. She takes into account the struggles the adults are having while coaching them how to help their children. The book is relatively short, and it is easy to read. If my parents had even done a third of the things McBride talks about in this book, it would have been a dramatic help to me and my younger sisters. <br /></p>
<p>If you know someone who is going through a divorce, buy this book and read it. Put aside your opinions about whether they should divorce, come along side of them, and help them work through it with the practical items Jean McBride gives us. I understand sometimes you need to challenge a brother or sister in Christ about whether they should be getting a divorce. I am not saying you shouldn't do that. What I am saying is that you SHOULD NOT abandon them once they are going forward with the divorce.</p>"
4659,4/17/20 16:45,4/17/20 16:45,the-holy-spirit,blog/2020/01/13/the-holy-spirit,1/13/20 17:42,4325,The Holy Spirit,Edwin H. Palmer,His Person and Ministry,"<p>I used this book as one out of four or five other books as a resource for a Sunday night Bible study series on the Holy Spirit. Out of all the resources I used, this one was my favorite. His overview was comprehensive, and his content was tightly and concisely woven together. <br /></p>
<p>The book doesn't look like it is very ""academic."" It is rather short, and it doesn't really have many footnotes. Palmer doesn't cite many other works. However, his writing style is rich enough, that it will be a challenge for readers who are used to reading books with a lot of stories and illustration. I don't mean this as a negative for any type of reader. It is just an explanation of the type of book this is. <br /></p>
<p>Edwin Palmer is strong in his Calvinism, and for the most part I didn't mind. In addition, there were a few times when I felt like his reasoning went a little too far from the core Bible concept. It wasn't bothersome, but it is perhaps noteworthy.</p>"
4666,4/17/20 16:52,4/17/20 16:52,setting-us-free,blog/2020/01/12/setting-us-free,1/12/20 17:50,4332,Setting Us Free,Nick J. Stumbo,An Unexpected Journey of Grace,"<p>This may be the best book I have read on sexual purity. Nick spends extensive time looking into they ""why"" that drives our addictive behavior. I am not saying that other books have not done this, it is just that this book stands out above the rest in my opinion. </p>
"
4662,4/17/20 16:47,4/17/20 16:47,how-to-beat-burnout,blog/2020/01/12/how-to-beat-burnout,1/12/20 17:45,4328,How to Beat Burnout,Frank Minirth,null,"<p>I am not sure why, but as this book has sat on my shelf that last few years, I was skeptical of it. I had this feeling of, <em>I doubt this is going to be very helpful. </em>As I read this book, my initial prejudice evaporated away and respect and appreciation began to rise. The authors are fairly through in considering the complexities of life and attitudes that can lead to burnout. They have several lengthy diagnostic sections along with helpful stories and illustrations. The balance between Scripture, illustration, story, diagnostics, and application is well done.</p>
<p>I do believe there was one aspect that was lacking here. They didn't touch at all (I think) on the complexities of how someone was raised and how that can lead to burnout. That, to me, is a significant omission. If they did touch on it, I either missed it or it was really brief. Helping people think through burnout without this component can significantly hinder impact.</p>"
4673,4/17/20 16:56,4/17/20 16:56,thawing-childhood-abandonment-issues,blog/2020/01/10/thawing-childhood-abandonment-issues,1/10/20 17:54,4339,Thawing Childhood Abandonment Issues,Don Carter,null,"<p>Don Carter gives extensive attention to processing childhood hurts that have long been repressed in an effort to become a healthy adult and solving addictive behavior. His process of ""thawing"" (or dealing with repressed childhood issues) is the most involved I have read so far. I think using the word ""abandonment"" in the title is a little misleading. Abandonment is addressed through out the book, but it is one of many things addressed. <br /></p>
<p>I also felt like the solution process Carter lays out is a little too repetitive for a book. I think it is great for a therapy sessions over several months, but I wonder if many readers will begin to tune out. Finally, there are many helpful descriptions of the emotional issues adults can face because of bad childhood experiences.</p>"
4676,4/17/20 16:58,4/17/20 16:58,the-new-covenant-ministry-of-the-holy-spirit,blog/2020/01/09/the-new-covenant-ministry-of-the-holy-spirit,1/9/20 17:57,4342,The New Covenant Ministry of the Holy Spirit,Larry Pettegrew,null,"<p>This book is a niche book with how it covers the ministry of the Holy Spirit, and within that niche, it is very thorough. I found myself wishing it spent more time on the ministry of the Holy Spirit in the life of the believer. That topic was a brief chapter at the end, and it felt like an afterthought. The main focus of the book, the New Covenant as the title intimates, is thoroughly dealt with, and I appreciate this about the book. Charismatic theology is also extensively interacted with as it is a natural consideration when the New Covenant and what that means is being studied. If you like to dig deep into theology, then this book needs to be on your shelf.</p>"
4683,4/17/20 17:02,4/17/20 17:02,meet-generation-z,blog/2020/01/08/meet-generation-z,1/8/20 18:00,4349,Meet Generation Z,James Emery White,Understanding and Reaching the New Post-Christian World,"<p>As I try to spend time with people and care for them, it is important for me to understand cultural trends and generational mindsets. James White introduces us to life after the Millennials - Generation Z. If you have read books like this before, this one is very similar to the rest. That doesn't mean you shouldn't read it though. It will intentionally step you through how to think about the up and coming generation. I found the book to be practical, comprehensive, and thought provoking.</p>"
4686,4/17/20 17:04,4/17/20 17:04,counseling,blog/2020/01/06/counseling,1/6/20 18:03,4352,Counseling,"John F. MacArthur Jr., Wayne A. Mack",How to Counsel Biblically,"<p>This book covers the basics of biblical counseling. If you believe in the sufficiency of the Bible to handle all of life issues, you will appreciate the perspective of this book. I agree with the basic perspective; however, I see several drawbacks to the book. Some of the drawbacks are: <br /></p>
<ul><li>There was a lot of overlap as the book seems to be almost a collection of essays. <br /></li><li>There is an extra layer of dogmatism that I feel is unnecessary and hurtful to trying to restore people biblically. </li><li>There is a lot of missed opportunity for helpful nuance in dealing with the world of psychology while at the same time continuing to be faithful to the Scriptures. The subtitle of this book could almost be, ""A case for why there is nothing good in psychology and why it goes directly against the Bible. And, I know many would say, ""That is absolutely correct!"" My opinion is that is actually unnecessarily harmful. I have read many other biblical counseling books that do a better job with this. <br /></li></ul><p>I do appreciate several things about this book as well:</p>
<ul><li>There is an extensive list of books and resources at the end as well as some other helpful resources.</li><li>I appreciate the extensive end notes.</li><li>I appreciated the attention given to the history of biblical counseling.</li></ul>"
